"id","code","name","parent_id","enabled","dest"
462,"G30","合成材料综合",432,1,
463,"G31","合成树脂、塑料基础标准与通用方法",432,1,"术语，分类，命名，通用分析、试验方法等。"
464,"G32","合成树脂、塑料",432,1,"热塑性与热固性合成树脂、塑料，工程塑料等。"
465,"G33","塑料型材",432,1,"管、板、丝、棒、膜等。"
466,"G34","合成橡胶基础标准与通用方法",432,1,"术语，分类，命名，通用分析、试验方法等。"
467,"G35","合成橡胶",432,1,"丁苯、丁腈、顺丁、氯丁、聚硫、硅、氟、乙丙、丁基、异戊、聚胺脂橡胶及胶乳等。热塑性弹性体如此。天然橡胶入B72。"
468,"G38","胶粘剂基础标准与通用方法",432,1,"术语，分类，命名，通用分析、试验方法等。"
469,"G39","胶粘剂",432,1,"热塑性树脂类、热固性树脂类、橡胶类胶粘剂。明胶、骨胶、皮胶入此。建筑胶剂入Q27。"
470,"G40","橡胶制品综合",433,1,"术语，分类，命名，通用分析、试验方法等。"
471,"G41","轮胎",433,1,"各种轮胎及气门芯、嘴等。"
472,"G42","胶管、胶带、胶布",433,1,
473,"G43","橡胶密封件",433,1,"机械、航空、铁路、食品、医药等用的各种型式的橡胶密封件。"
474,"G44","胶乳制品",433,1,"医用胶乳制品入G45。"
475,"G45","医用和食品工业用橡胶制品",433,1,"医用胶乳制品入此。"
476,"G47","其他橡胶制品",433,1,"胶辊、胶板等。"
477,"G48","再生胶",433,1,
478,"G49","炭黑",433,1,"橡胶用炭黑、色素炭黑、乙炔炭黑、炭黑用原料油等。沉淀水合二氧化硅（即橡胶补强用白炭黑）入此。"
479,"G50","涂料基础标准与通用方法",434,1,"术语，分类，命名，通用分析、试验方法等。"
480,"G51","涂料",434,1,"油脂油漆类、天然树脂类、合成树脂类、橡胶树脂类涂料等。天然漆入B72。绝缘漆入K15。建筑专用涂漆入Q18。"
481,"G52","涂料辅助材料",434,1,"稀释剂、催干剂、脱漆剂、防潮剂等。石油炼制生产的涂料稀释剂入E33。"
482,"G53","颜料基础标准与通用方法",434,1,"术语，分类，命名，通用分析、试验方法等。"
483,"G54","颜料",434,1,"无机颜料：锌钡白、氧化铝、镉红等。有机颜料：酞菁、偶氮等。"
484,"G55","染料基础标准与通用方法",434,1,"术语，分类，命名，通用分析、试验方法等。"
485,"G56","染料中间体",434,1,
486,"G57","染料",434,1,"纤维用染料、皮革用染料等。"
487,"G60","化学试剂综合",435,1,"术语，分类，命名，通用分析、试验方法等。"
488,"G61","基准试剂",435,1,
489,"G62","一般无机试剂",435,1,"酸、碱、盐、氧化物、单质试剂等。"
490,"G63","一般有机试剂、有机溶剂",435,1,"脂肪族、芳香族、元素有机化合物、衍生物等试剂及各种有机溶剂。"
491,"G64","高纯试剂、高纯物质",435,1,"分析用高纯试剂，电子工业、光学等用的高纯化学品。"
492,"G65","指示剂、特效试剂",435,1,
493,"G66","生化试剂、临床分析试剂",435,1,"生物染色剂入此。"
494,"G67","仪器分析试剂",435,1,"色谱试剂、波谱试剂等。"
495,"G68","其他试剂",435,1,"同位素试剂等。"
496,"G70","化学助剂基础标准与通用方法",436,1,"术语，分类，命名，通用分析、试验方法等。"
497,"G71","化学助剂",436,1,"合成材料用助剂、印染助剂、农药用助剂、高分子聚合用助剂等。"
498,"G72","表面活性剂基础标准与通用方法",436,1,
499,"G73","表面活性剂",436,1,"洗涤剂入Y43。"
500,"G74","催化剂基础标准与通用方法",436,1,"术语，分类，命名，通用分析、试验方法分等。"
501,"G75","催化剂",436,1,"化肥合成、高分子聚合、石油化工催化剂及催化剂载体、分子筛等。"
502,"G76","水处理剂基础标准与通用方法",436,1,"术语，分类，命名，通用分析、试验方法等。"
503,"G77","水处理剂",436,1,"水处理剂用化工原料。水处理剂配方，罐外的入P类，罐内的随设备归类。"
504,"G80","感光材料基础标准与通用方法",437,1,"术语，分类，命名，通用分析、试验方法等。"
505,"G81","感光材料",437,1,"片基、电影胶片、X光胶片、胶卷、特种胶片、相纸等。"
506,"G82","磁记录材料基础标准与通用方法",437,1,"术语，分类，命名，通用分析、试验方法等。"
507,"G83","磁记录材料",437,1,"片基、磁粉、磁带（如录音、录像、计算机、仪器用磁带）磁盘、磁卡片等。"
508,"G84","照相级化学药品",437,1,"电影胶片用染料入此。"
509,"G85","其他化工产品综合",438,1,
510,"G86","工业气体与化学气体",438,1,"工业气体、稀有气体、高纯气体、特种气体等。"
511,"G89","火工产品",438,1,"炸药、烟火、雷管、云雹弹及其化工原料起爆、爆破器材等。矿山用火工产品入此。"
512,"G90","化工机械与设备综合",439,1,"术语，分类，命名，通用试验方法等。石油炼制机械与设备综合性标准入次。"
513,"G91","化工机械与设备零部件",439,1,"人手孔、视镜、液面计、填料密封、塔盘支座、法兰、紧固件等。石油炼制机械与设备零部件入此。非金属零部件入G94。"
514,"G92","化工机械",439,1,"输送、喷射、混合结晶、回转搅拌、干燥机械等。石油炼制机械入此。非金属机械入G94。"
515,"G93","化工设备",439,1,"化工压力容器、储罐、换热设备、塔、釜、反应器、裂解炉、气体发生装置等。石油炼制设备入此。非金属设备入G94。铁路罐车入S52，汽车罐车入T58。通用的压力容器、换热设备入J75。"
516,"G94","非金属化工机械设备",439,1,"搪玻璃、化工陶瓷、不透性石墨、橡胶、塑料、玻璃钢等材质的和有这些材质衬里的塔、釜、反应器、储罐、泵、管道、阀门及其零部件等。"
517,"G95","橡胶、塑料用机械",439,1,"压延机、挤出机、成型机、截断机、炼胶机、硫化机、再生胶加工机等。"
518,"G96","感光材料、磁带用机械",439,1,"涂布机、涂装机、流延机、拉幅机、收卷机、供接片机等。"
519,"G98","化工专用仪器仪表",439,1,"化工测量与控制专用温度仪表、物位仪表、流量仪表、显示仪表、分析仪表，橡胶、涂料测试仪器，化工安全防护仪表，气动单元组合、电动单元组合仪表等。通用仪器仪表入N类。"
520,"H00/09","冶金综合",8,1,"用于生产、流通过程中保证符合文字标准要求的冶金标样分别入本类各有关类目。冶金用原料矿入D类，耐火材料入Q40/49。"
521,"H10/19","金属化学分析方法",8,1,
523,"H20/29","金属理化性能试验方法",8,1,
524,"H30/34","冶金原料与辅助材料",8,1,"石墨电极、炭电极入Q50/52，石灰入Q27。黑色、有色金属矿，非金属矿（如：石灰石、萤石）等矿产品入D30/59。"
527,"H40/59","钢铁产品",8,1,
529,"H60/69","有色金属及其合金产品",8,1,
530,"H70/74","粉末冶金",8,1,
532,"H80/84","半金属与半导体材料",8,1,
533,"H90/99","冶金机械设备",8,1,"起重、运输机械入J80/81，轨道车辆入S55/56。"
534,"H00","标准化、质量管理",520,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
535,"H01","技术管理",520,1,"技术文件管理，能源管理，设备、工具管理等。"
536,"H02","经济管理",520,1,"计划、供销、财务、劳资管理等。"
537,"H04","基础标准与通用方法",520,1,"术语，符号，取样、制样方法等。"
538,"H05","结构要素",520,1,"通用的冶炼、浇注、扎制、热处理等。"
539,"H07","电子计算机应用",520,1,
540,"H08","标志、包装、运输、贮存",520,1,
541,"H09","卫生、安全、劳动保护",520,1,
542,"H10","金属化学分析方法综合",521,1,"术语、一般规定等。"
543,"H11","钢铁与铁合金分析方法",521,1,
544,"H12","轻金属及其合金分析方法",521,1,"钠、镁、铝、钾、钙、锶、钡等及其合金的化学分析方法。"
545,"H13","重金属极其合金分析方法",521,1,"钴、镍、铜、锌、镉、锑、锡、汞、铅、铋等及其合金化学分析方法。"
546,"H14","稀有金属及其合金分析方法",521,1,"稀有轻金属、稀有高熔点金属、稀有分散金属、稀土金属、稀有放射性金属等及其合金的化学分析方法。"
547,"H15","贵金属及其合金分析方法",521,1,"钌、铑、钯、银、锇、铱、铂、金等及其合金的化学分析方法。"
548,"H16","粉末冶金分析方法",521,1,"轻、重、贵金属粉及制品等化学分析方法。"
549,"H17","半金属及半导体材料分析方法",521,1,"硼、硅、砷、硒、碲、锗、砷化镓等化学分析方法。"
555,"H20","金属理化性能试验方法综合",523,1,"术语、符号、一般规定等。"
556,"H21","金属物理性能试验方法",523,1,"常数测定，热性能、电性能、磁性能等试验方法。"
557,"H22","金属力学性能试验方法",523,1,"拉力、硬度、冲击、疲劳等试验方法。"
558,"H23","金属工艺性能试验方法",523,1,"扩口、弯曲、线材扭转等试验方法。"
559,"H24","金相检验方法",523,1,"高、低倍检验，热处理检验方法等。"
560,"H25","金属化学性能试验方法",523,1,"晶间腐蚀、人造汗腐蚀、氨薰、板线材镀层试验方法等。通用试验方法入A29。"
561,"H26","金属无损检验方法",523,1,"超声波、涡流、磁粉、荧光等探伤方法。"
562,"H30","冶金原料与辅助材料综合",524,1,
563,"H31","人造富矿",524,1,"烧结矿、球团矿等。"
564,"H32","焦炭",524,1,"冶金焦、铸造焦等。"
565,"H34","选矿药剂",524,1,"起泡剂、捕收剂、调整剂、辅助剂等。"
572,"H40","钢铁产品综合",527,1,"术语、分类、牌号、一般规定、通用工艺、通用技术条件等。"
573,"H41","生铁",527,1,"炼钢生铁、铸造生铁、球墨铸造用生铁、含钒生铁等。废钢铁入此。"
574,"H42","铁合金",527,1,"硅铁、锰铁、铬铁及其氧化物（如：钒碴、氧化钼块、五氧化二钒），复合铁合金等。"
575,"H43","钢锭、钢坯",527,1,
576,"H44","型钢、异型钢",527,1,"钢筋、盘条入此。"
577,"H46","钢板、钢带",527,1,
578,"H48","钢管、铸铁管",527,1,"异型钢管，石油、钻探钢管入此。"
579,"H49","钢丝、钢丝绳",527,1,
580,"H52","铁道用钢",527,1,"各种钢轨（如：重轨、轻轨、平车轨、起重机与吊车用钢轨），鱼尾板、垫板，辗钢轮，轮箍等。异型钢轨、焊接长钢轨等入S11。"
581,"H53","电工用钢",527,1,"硅钢、纯铁及其板、胚等。"
582,"H54","其他钢铁产品",527,1,"铸钢丸、铸铁砂、还原铁粉等。"
583,"H57","高温合金",527,1,
584,"H58","精密合金",527,1,
585,"H59","其他特种合金",527,1,"耐蚀合金、高纯合金、高电阻电热合金等。"
590,"H60","有色金属及其合金产品综合",529,1,"术语、牌号、一般规定、通用工艺等。"
591,"H61","轻金属及其合金",529,1,"钠、镁、铝、钾、钙、锶、钡等及其合金产品。"
592,"H62","重金属及其合金",529,1,"钴、镍、铜、锌、镉、锡、锑、汞、铅、铋等及其合金产品。电工用保险丝入此。"
593,"H63","稀有高熔点金属及其化合物",529,1,"钒、锆、铌、钼、铪、钽、钨等及其合金产品。"
594,"H64","稀有轻金属及其合金",529,1,"锂、铍、钛、铷、铯等及其合金产品。"
595,"H65","稀有金属及其合金",529,1,"钪、钇、镧、铈、镨、钕、钐、铕、钆、铽等及其合金产品。"
596,"H66","稀有分散金属及其合金",529,1,"镓、锗、铟、铼、铊等及其合金产品。"
597,"H67","放射性金属及其合金",529,1,"镭、钍、锕等及其合金产品。铀、镤及其合金入F46。"
598,"H68","贵金属及其合金",529,1,"钌、铑、钯、银、锇、铱、铂、金等及其合金产品。"
599,"H69","再生有色金属及其合金",529,1,
600,"H70","粉末冶金综合",530,1,"术语、分类、牌号、一般规定、工艺等。"
601,"H71","金属与合金粉末",530,1,"稀有金属粉末入H63。"
602,"H72","粉末冶金材料与制品",530,1,"各种硬质合金材料，金属陶瓷材料，烧结金属材料，减摩材料，摩擦材料，多孔材料，磁性材料，以及硬质合金刀片，轴套等。"
613,"H80","半金属与半导体材料综合",532,1,
614,"H81","半金属",532,1,"硼、硅、砷、硒、碲等。"
615,"H82","元素半导体材料",532,1,"硅、锗单晶材料等。"
616,"H83","化合物半导体材料",532,1,"砷化镓等。"
617,"H90","冶金机械设备综合",533,1,"术语、分类等。"
618,"H91","炼焦、炼结设备",533,1,
619,"H92","冶金设备",533,1,"铁合金、炼铁、炼钢、有色金属冶炼设备等。"
620,"H93","铸锭、铸坯设备",533,1,"连续铸钢设备、有色金属连铸设备，脱模机等。钢锭模入此。"
621,"H94","轧制设备",533,1,"各种轧制、拉丝、制绳设备及酸洗、修磨、矫直、剪切、卷曲等辅助设备。轧辊入此。"
622,"H95","冶金加热、热处理设备",533,1,"金属材料预热、退火、正火等设备。"
623,"H96","冷却系统与加热装置",533,1,
624,"H98","锅炉及其辅助设备",533,1,
625,"H99","其他动力设备",533,1,
626,"J00/09","机械综合",9,1,"通用机械入此，特使机械设备按照专业各入其类。本类各种机械设备制造工艺与工艺装备入各机械设备类。各种机械设备的维修标准按产品各入其类。"
627,"J10/29","通用零部件",9,1,
628,"J30/39","加工工艺",9,1,"粉末冶金工艺入H70/74。表面处理，表面防护入A29。"
629,"J40/49","工艺装备",9,1,
630,"J50/59","金属切削机床",9,1,
631,"J60/69","通用加工机械与设备",9,1,
632,"J70/89","通用机械与设备",9,1,
633,"J90/99","活塞式内燃机与其他动力设备",9,1,"汽车、船舶、航空、航天、铁路机车和动车专用发动机分别入T10/19，U40/44，V30/34，V72和S40/49。发电用动力设备入K50/59。"
634,"J00","标准化、质量管理",626,1,"标准化工作法规、导则，质量监督法规导则，产品质量认证制度等。"
635,"J01","技术管理",626,1,"技术文件管理、能源管理、设备与工具管理等。"
636,"J02","经济管理",626,1,"计划、供销、财务、劳资管理等。"
637,"J04","基础标准与通用方法",626,1,"术语、符号、代号、机械制图、公差配合、形位公差、螺纹、表面粗糙度，锥度、角度公差及设计计算方法，机械通用技术及试验、检验方法（含无损检验、机械震动、冲击试验）等。金属材料无损检验方法入H26。"
638,"J05","结构要素",626,1,"滚花、螺纹收尾、润滑槽、退刀槽、T形槽、轴伸、中心孔等。"
639,"J07","电子计算机应用",626,1,
640,"J08","标志、包装、运输、贮存",626,1,
641,"J09","卫生、安全、劳动保护",626,1,"铸锻、焊接、热处理、喷漆等安全卫生，安全装置及除尘设备等。"
642,"J10","通用零部件综合",627,1,
643,"J11","滚动轴承",627,1,"关节轴承、滚动支承入此。"
644,"J12","滑动轴承",627,1,"轴瓦、轴套、液体静压轴承、液体动压轴承、空气轴承、电磁轴承等。"
645,"J13","紧固件",627,1,"螺钉、木螺钉、自攻螺钉、螺栓、螺柱、螺母、垫圈、销、铆钉等。"
646,"J15","管路附件",627,1,"管法兰、焊接式、扩口式和卡套式管接头，弯头，三通等。"
647,"J16","阀门",627,1,"非金属阀门入此。"
648,"J17","齿轮与齿轮传动",627,1,"齿轮、齿轮传动、蜗轮传动、凸轮传动等。非金属齿轮入此。齿轮的齿形与模数入此。"
649,"J18","链传动、皮带传动与键联结",627,1,"花键联结入此。"
650,"J19","联轴器、制动器与变速器",627,1,"离合器入此。"
651,"J20","液压与气动装置",627,1,"液压泵、液压马达、液压控制阀、液压缸、蓄能器、滤油器、热变换器以及液压、射流气动元件和系统。"
652,"J21","润滑与润滑装置",627,1,
653,"J22","密封与密封装置",627,1,"各种塑料、皮革、纤维、金属、陶瓷、石墨及石棉等材质的静动密封件和密封系统装置等。橡胶密封件入G43。"
654,"J24","冷却与冷却装置",627,1,"冷却过滤器入此。"
655,"J26","弹簧",627,1,"圆柱螺旋弹簧、蜗卷弹簧、板弹簧、碟簧等。"
656,"J27","操作件",627,1,"手柄、手轮等。"
657,"J28","自动化物流装置",627,1,"机械手、上下料装置、生产线用传送装置等。"
658,"J29","其他",627,1,"指示牌等。"
659,"J30","加工工艺综合",628,1,
660,"J31","铸造",628,1,"钢、铁、有色金属铸件品种、技术要求、检验方法及造型材料、炉料、铸造工艺、铸造工装等。"
661,"J32","锻压",628,1,"锻压件技术要求、检验方法及其工艺、工装等。"
662,"J33","焊接与切割",628,1,"金属焊接、胶接、热切割工艺、工装、技术要求、焊后处理及检验方法等。电焊条、焊粉、焊剂入此。"
663,"J36","热处理",628,1,"热处理工艺、工装及检验方法等。"
664,"J38","冷加工工艺",628,1,
665,"J39","特种加工工艺",628,1,"超声波、电火花、激光加工等。"
666,"J40","工艺装备综合",629,1,
667,"J41","刀具",629,1,"各种金属切销刀具。硬质合金刀片入H72。"
668,"J42","量具与量仪",629,1,"测量线值、几何量值的量具与量仪，尺寸分选机等。主要用于计量标准器的量具与量仪入A50/61。"
669,"J43","磨料与磨具",629,1,"普通磨料磨具、超硬磨料磨具等。研磨材料，人造金刚石及砂纸入此。"
670,"J44","一般卡具",629,1,"压板、档块、定向键、钻套、紧固件等。"
671,"J45","组合卡具",629,1,"基础件、支承件、定位件、导向件、夹紧件、紧固件、合件等。"
672,"J46","模具",629,1,"冲模、锻模、铸造模、压铸模、粉末冶金模、塑料模、橡胶模、玻璃模、陶瓷模等。"
673,"J47","手工工具",629,1,"手工工具（锤、锉、刮刀、板手、钳子、锯、刨刀、镐等）。"
674,"J48","气动工具",629,1,"气钻、气铲等。"
675,"J50","机床综合",630,1,"术语、符号、型号、结构要素、技术参数、铭牌、通用技术条件、通用检验方法、数控系统、机床电气系统等。"
676,"J51","机床零部件",630,1,"机床用紧固件、操作件、管件、液压件、润滑件、冷却件、传动件、电器件、感应同步器及光栅等。通用电器入K类。"
677,"J52","机床辅具与附件",630,1,"各类机床辅具、分度头、工作台、平口钳、卡盘、吸盘、卡头、顶尖、套筒、刀杆、刀架、立铣头等。"
678,"J53","车床",630,1,"普通车床、立式车床、六角车床、自动车床、铲齿车床、数控车床、仪表车床等。"
679,"J54","钻、镗、铣床",630,1,"立式钻床、摇臂钻床、卧床镗床、座标镗床、金刚镗床、镗缸机、立式铣床、卧式铣床、数控铣床、自动换刀数控镗铣床等。"
680,"J55","磨床",630,1,"外圆磨床、平面磨床、无心磨床、内圆磨床、衍磨、研磨机、锉球机、导轨磨床、轴承磨床等。"
681,"J56","齿轮与螺纹加工机床",630,1,"齿林的滚、插、剃、磨、刨、研、衍、拉齿机，齿轮倒角机、套丝机、攻丝机、丝杠铣床、螺纹磨床、蜗杆磨床等。"
682,"J57","插、拉、刨、锯床",630,1,"插床、卧式拉床、立式拉床、牛头刨床、龙门刨床、砂轮切断机、带锯机、圆锯机、弓锯机等。"
683,"J58","组合机床",630,1,"通用综合机床自动线、自动装配回转体加工自动线、自动更换主轴箱机床等。"
684,"J59","特种加工机床",630,1,"电加工（如：电火花成形、线切割机床），电化学加工、超声波加工、高速流体加工、光能加工、联合加工机床等。管子加工、玻璃加工、刻线木螺钉加工等机床入此。"
685,"J60","通用加工机械与设备综合",631,1,
686,"J61","铸造设备",631,1,"砂处理、造型、制芯、落砂、熔炼浇注清理、熔模及运输定量、检测控制等设备、工具。"
687,"J62","锻压机械",631,1,"液压机、机械压力机、自动锻压机、锻机、动力锤、剪冲机、冲孔机、弯曲机、校正机。"
688,"J64","焊接与切割设备",631,1,"各种焊接、热切割设备及工具等。"
689,"J65","木工机床及机用工具",631,1,"木工机床、带锯、圆锯、开榫机及机用工具等。"
690,"J66","热处理设备",631,1,"热处理炉、加热装置、淬火装置、辅助设备等。金相检测仪器入N67。"
691,"J70","通用机械与设备综合",632,1,
692,"J71","泵",632,1,"旋涡式、射流式、活塞式、隔模式、齿轮式、螺杆式、转子式、软管式泵等。液压传动用泵入J20。"
693,"J72","压缩机、风机",632,1,"活塞式、螺杆式、隔模、滑片式、摆杆式压缩机，轴流式、离心式、罗茨式压缩机与风机等。"
694,"J73","制冷设备",632,1,"制冷机，冷冻、冷藏设备等。"
695,"J74","压力容器",632,1,"常压、高压及超高压容器等。压力容器的焊接工艺、探伤方法入此。"
696,"J75","换热设备",632,1,
697,"J76","气体分离与液化设备",632,1,"空分及液化设备、天然气分离设备、溶解乙炔设备、液氮生物容器等。"
698,"J77","分离机械",632,1,"离心机、过滤机、分离机、压滤机等。"
699,"J78","真空技术与设备",632,1,"真空应用与获得设备等。真空镀膜设备入此。"
700,"J80","起重机械",632,1,"简易起重设备、葫芦，单轨起重机、桥式起重机、龙门起重机、臂架起重机、塔式起重机、卷扬机、汽车和轮胎式起重机（含抓斗、吊具）及管道起重机等。"
701,"J81","输送机械",632,1,"带式、板式、埋刮板、螺旋、震动、辊子、悬挂、牵引链、斗式输送机，斗式提升机，架空索道，气力输送，气垫输送，悬挂轨道输送及管道输送等。"
702,"J83","仓储设备、装卸机械",632,1,"给料机、装卸机、卸载机、翻车机、堆取料机、堆垛机、包装机械等。各种叉车入此。"
703,"J84","凿岩机械",632,1,"各类凿岩机及辅助设备。"
704,"J86","水工机械",632,1,"升船机，启闭机等。"
705,"J87","印刷机械",632,1,"制版机械，印刷机械，装订机械等。"
706,"J88","环境保护设备",632,1,"有害气体处理设备，废水处理设备，消声、防震设备及污泥、垃圾处理设备等。"
707,"J90","活塞式内燃机与其他动力设备综合",633,1,"术语、转向、气缸排列、编号，安装尺寸系列，通用试验方法，专用工艺和工装等。"
708,"J91","内燃机与附属装置",633,1,"柴油机，汽油机，特殊结构发动机，其他燃料发动机及其附属装置等。增压器及专用测试设备入此。"
709,"J92","机体与运动件",633,1,"缸体、缸套、缸盖、密封垫、活塞、活塞环、活塞销、连杆、轴瓦、曲轴、飞轮、正时齿轮和滚子链条等。"
710,"J93","进、排气系统",633,1,"气门及其弹簧、导管、梃杆、推杆、摇臂、凸轮轴、进气与排气支管、消声器、空气滤清器等。"
711,"J94","燃油供热系统",633,1,"化油器，气化装置，燃油滤清器，喷油泵，喷油嘴，燃油箱等。"
712,"J95","润滑系统",633,1,"机油泵、机油滤清器，机油散热器等。"
713,"J96","冷却系统与加热装置",633,1,"散热器、风扇、节温器、预热装置等。"
714,"J98","锅炉及其辅助设备",633,1,"电站锅炉，工业锅炉、余热锅炉、热水锅炉等及其辅助设备。锅炉高能点火器入T37。煤的粉碎、推进机械，锅炉用水处理设备、罐内水处理剂配方等入此。"
715,"J99","其他动力设备",633,1,"蒸气机，煤气化设备等。工业汽轮机，水轮机，燃气轮机入K54/59。"
716,"K00/09","电工综合",10,1,"综合性、系统性电力标准入F20/29。各种电力设备的运行、检修、试验规程按设备分别入类。火花塞、电热塞入T37。"
717,"K10/19","电工材料和通用零件",10,1,
718,"K20/29","旋转电机",10,1,
719,"K30/39","低压电器",10,1,
720,"K40/49","输变电设备",10,1,
721,"K50/59","发电用动力设备",10,1,"热工术语、符号入A22。"
722,"K60/69","电气设备与器具",10,1,"火花塞、电热塞入T37，电焊设备入J64。家用电器入Y60/69。"
723,"K70/79","电气照明",10,1,
724,"K80/89","电源",10,1,
725,"K90/99","电工生产设备",10,1,
726,"K00","标准化、质量管理",716,1,"标准化工作法规、导则，质量监督法规、导则，产品认证制度等。"
727,"K01","技术管理",716,1,"技术文件管理，能源管理，设备、工具管理等。"
728,"K02","经济管理",716,1,"计划、供销、财务、劳资管理等。"
729,"K04","基础标准与通用方法",716,1,"术语，符号，产品分类，电压，电流，频率和绝缘配合等级，可靠性评定方法，抽样方法，无线电干扰基本测试方法，短路电流测试方法等。通用环境条件及其试验方法入A21。"
730,"K05","电工产品机械结构",716,1,"电工产品用机箱、机柜、机架、面板、以及金属结构件和铭牌等。"
731,"K07","电子计算机应用",716,1,
732,"K08","标志、包装、运输、贮存",716,1,
733,"K09","卫生、安全、劳动保护",716,1,"电工（含电力）安全通则、电器安全、防触电性能分级、高电压防护、劳动保护规定等。"
734,"K10","电工材料和通用零件综合",717,1,"分类、命名、材料代号、通用试验方法等。"
735,"K11","裸电线",717,1,"铜、铝圆扁线、母线、单线、绞线、电车线等。"
736,"K12","带绝缘层电线",717,1,"带橡胶、塑料、棉纱、漆、纸等绝缘层的各种电线。"
737,"K13","电缆及其附件",717,1,"各种电力电缆、通信电缆、信号电缆及其附件等。电子设备电缆入L91。"
738,"K14","电工合金零件",717,1,"铸造磁钢，各种电触头、电热、电阻和弹性合金制品等零件。电工用铜、铝锭，硅钢片，电缆用钢丝、钢带及保险丝等入H类。"
739,"K15","电工绝缘材料及其制品",717,1,"电工用绝缘漆、胶、树脂、塑料、橡胶、云母、薄膜、粘带、液体、气体和绝缘纤维、层压制品、复合制品、云母制品等。一般树脂、塑料、橡胶入G30/49。矿物绝缘油入E38。"
740,"K16","电碳制品",717,1,"电机用碳刷、碳滑块等。石墨碳素材料入Q50/53。"
741,"K20","旋转电机综合",718,1,"术语、符号、基本技术条件、轴伸、轴高、性能测试方法、冷却方法、通用零部件等。"
742,"K21","同步电机",718,1,"同步发电机、同步电动机、同步调相机等。"
743,"K22","异步电机",718,1,
744,"K23","直流电机",718,1,"各种直流发电机、电动机等。"
745,"K24","微型电机",718,1,"各种驱动、控制和特殊用微电机等。"
746,"K25","防爆电机",718,1,
747,"K26","特殊电机",718,1,"潜油、潜卤、潜水电机，钻探、起重和冶金用电机，变频电机，屏蔽型电机，防腐蚀电机，电机测功机等。"
748,"K30","低压电器综合",719,1,"术语、符号、可靠性、通用试验方法、插头、插座、通用零部件等。"
749,"K31","低压配电电器",719,1,"低压断路器、熔断器、自动开关、转换开关、刀开关等。"
750,"K32","控制电器",719,1,"低压接触器、起动器、控制器，主令电器、电阻器、变阻器、电磁铁等。"
751,"K33","控制继电器",719,1,"各种低压控制继电器等。"
752,"K34","特殊用途电器",719,1,"热带、化工、高原电器等。"
753,"K35","防爆电器",719,1,"厂矿用低压防爆电器，成套防爆电控装置、防爆灯具等。"
754,"K36","低压配电用器具",719,1,"各种低压配电盘、配电板、配电箱等。"
755,"K40","输变电设备综合",720,1,"术语，符号，输电质量，电站、电网维修和安全操作规程，高电压与强电流的试验方法，高压电路设备要求等。"
756,"K41","变压器",720,1,"电力变压器、整流变压器、电炉变压器、特种变压器、互感器、调压器、电抗器等。"
757,"K42","电力电容器",720,1,
758,"K43","高压开关设备",720,1,"高压断路器、隔离开关、负荷开关、高压熔断器、开式与闭式组合电器、复合式组合电器、高压开关柜等。高压防爆电器入此。"
759,"K44","高电压设备成套装置",720,1,"封闭母线、静电压无功补偿装置，串、并联电容补偿装置，冲击电流，电压发生器等。"
760,"K45","继电保护及自动装置",720,1,"主设备保护装置、屏台继电器、线路与母线保护装置、电力系统安全自动化装置、阻抗继电器及自动重合装置等。"
761,"K46","电力半导体期间、部件",720,1,"电力用整流二极管、晶闸管、整流管、整流器、逆变器、变频器、变流器、斩波器、电力电子开关等。"
762,"K47","输电线路器材",720,1,"输电线路铁塔、支柱、金具、穿钉、带电作业工具等。水泥电杆入Q14。"
763,"K48","绝缘子",720,1,"各种陶瓷、玻璃的高、低压绝缘子和绝缘套管等。"
764,"K49","避雷器",720,1,"直流和交流阀式避雷器、管式避雷器等。"
765,"K51","电站设备自动化装置",721,1,"自动监示、调节、数据采集系统及装置、控制设备、同期装置、远动装置等。"
766,"K52","发电机组",721,1,"汽油、柴油、燃气轮机发电机组、移动电站等。"
767,"K54","汽轮机及其辅助设备",721,1,"汽轮机及凝汽器、抽汽器等。工业用汽轮机入此。"
768,"K55","水轮机及其辅助设备",721,1,
769,"K56","燃气轮机及其辅助设备",721,1,
770,"K58","内燃机及其辅助设备",721,1,"内燃机通用标准入J90/96。"
771,"K59","其他发电设备",721,1,"各种新型发电设备（如燃气、蒸气联合循环装置、硫流体发电）。发电车入S53。核电站有关核技术部分入F类。"
772,"K60","电气设备与器具综合",722,1,"术语、符号、通用试验方法、安全规则等。"
773,"K61","工业电热设备",722,1,"电阻炉、感应炉、真空电炉、中频电炉、电弧炉等。"
774,"K62","电气传动控制装置",722,1,"冶金、矿山、起重等机械电气传动控制装置等。"
775,"K63","牵引电气设备",722,1,"各种车辆用的牵引电气设备及通用附件等。准轨运输机车、动车用牵引电气设备入S35。"
776,"K64","电动工具",722,1,"金属切削、砂、磨、装配、建筑、道路、矿山、农林牧业等用的电动工具。"
777,"K65","其他电气器具",722,1,
778,"K70","电气照明综合",723,1,"术语、符号、型号、结构要素、专用材料、通用试验方法安全规则等。"
779,"K71","电光源产品",723,1,"白炽灯、高低压汞灯、钠灯、钨灯、氙灯、汞氙灯、金属卤化物等。"
780,"K72","一般灯具",723,1,"吊灯、台灯、壁灯、路灯、投光灯、体育场灯等用的灯具。"
